X,logFC,AveExpr,t,P.Value,adj.P.Val,B
LRPAP1,-0.546380363,6.911612895,-2.426478247,0.023475502,0.194820434,-3.798946465
MAOB,-0.556398012,5.782266358,-2.375166092,0.029540019,0.214785962,-3.808772274
RPL36,0.46418525,11.14020268,2.421401148,0.02373677,0.19628681,-3.808872629
NCSTN,-0.519530084,8.62587202,-2.396347518,0.026428384,0.207721506,-3.814021961
UAP1L1,-0.413506811,9.336365951,-2.417435464,0.023942711,0.19628681,-3.81661746
LUM,0.784646238,14.22379293,2.415825374,0.024026794,0.19628681,-3.819759793
SPP2,0.830294658,10.44543822,2.415748457,0.024030818,0.19628681,-3.819909876
WNT11,-0.582729322,6.92811275,-2.414535763,0.024094338,0.19628681,-3.822275779
STARD5,-0.827415609,5.667895154,-2.38561337,0.027031873,0.20993915,-3.83423525
SNRPD1,0.581467008,7.767883962,2.407460269,0.024468051,0.198077873,-3.836065846
AGA,-0.523782406,7.706138611,-2.383052011,0.026672039,0.209083447,-3.85002634
UBA5,-0.3227661,7.173612303,-2.39933506,0.024903805,0.200423495,-3.851872514
POLDIP3,-0.696078359,5.511740467,-2.342836977,0.031526843,0.219856704,-3.858933881
NAPG,-0.471283992,7.100493722,-2.382534919,0.026243621,0.206816443,-3.86929131
PPL,-0.782902669,6.013876795,-2.348058016,0.030471004,0.217611511,-3.872331375
A0A3Q2I4Y7,-1.047718393,8.144073391,-2.353575682,0.029486263,0.214785962,-3.873739083
OTUD6B,-0.607350202,5.597895631,-2.351506567,0.029612628,0.214785962,-3.877555261
KYAT3,-0.448992012,7.825767519,-2.38578864,0.025646245,0.204825255,-3.878155496
ANG,1.082293376,10.20263271,2.381704001,0.025874084,0.205114818,-3.886063306
TXNDC5,-0.783401952,7.505265334,-2.381113977,0.025907149,0.205114818,-3.88720492
NSDHL,-0.633305886,6.033491515,-2.316674435,0.034068266,0.22796581,-3.893674148
TPM1,-0.489814335,9.151814466,-2.35512926,0.028297928,0.213267255,-3.902882605
LOXL1,-0.631056071,5.691417407,-2.304883603,0.034868909,0.229052408,-3.914344484
COL6A1,-0.383074294,15.72090646,-2.366319267,0.026749072,0.20913551,-3.9157756
PCOLCE,-0.52018439,13.18836931,-2.363328993,0.02692227,0.209937173,-3.921537335
ABI2,-1.104517396,5.435776429,-2.300455339,0.035174122,0.229052408,-3.922094585
BCKDHA,-0.504422438,5.773113242,-2.317783205,0.032407099,0.221870927,-3.927250907
CAMK2A,0.397944206,8.808724423,2.317221053,0.032444107,0.221870927,-3.928267166
OGN,-0.706266517,13.10605734,-2.359778522,0.027129253,0.20993915,-3.928372807
YWHAE,-0.380381457,10.48347563,-2.359525671,0.027144049,0.20993915,-3.92885937
MSN,-0.323558369,9.736309487,-2.35848245,0.027205174,0.20993915,-3.93086651
AKT1,-0.392333502,6.702636985,-2.348902286,0.028201228,0.213267255,-3.933537913
TUBB.1,-0.480819752,10.38019694,-2.357075731,0.027287798,0.210031215,-3.933572174
KIF5B,-0.33083653,7.144416357,-2.349644137,0.027728136,0.211966515,-3.947849895
PRPS2.1,0.44523465,8.765705157,2.348201997,0.027814339,0.211966515,-3.95061742
COL6A2,-0.452654566,17.1859773,-2.347119895,0.027879182,0.211966515,-3.952693345
GARS1,-0.317425471,7.963020031,-2.346840227,0.027895963,0.211966515,-3.953229771
PDGFD,1.194071861,7.771864517,2.314636301,0.031355027,0.21970704,-3.955130008
BAG6,0.561270202,10.71512484,2.340509893,0.0282783,0.213267255,-3.965361559
LMNB2,-0.396829683,10.01734097,-2.339261265,0.02835428,0.213267255,-3.96775216
XPNPEP1,-0.460774472,9.447399882,-2.336782701,0.028505658,0.213819891,-3.972495283
EDF1,0.859718434,6.251803551,2.259260984,0.0381353,0.238025159,-3.975075242
SLC12A4,-0.418589268,6.742605333,-2.316276754,0.03071275,0.218295645,-3.975835789
AK1,-0.374119571,10.75443248,-2.334935329,0.028618967,0.213819891,-3.976028541
RPL24,0.519543828,10.77824409,2.334533626,0.028643661,0.213819891,-3.976796609
BAX,-0.519434215,5.948547131,-2.286180484,0.034549492,0.229052408,-3.984180756
ATP5F1A,-0.427302367,10.43838567,-2.329777624,0.02893751,0.214785962,-3.985884123
GSK3A,0.409456111,5.982783484,2.292130065,0.033460002,0.224908749,-3.986293259
PRKAR2A,-0.441094878,6.56470201,-2.328672691,0.029006173,0.214785962,-3.987993758
DOK1,-0.414124814,6.602335426,-2.319335956,0.030032291,0.216165293,-3.989573065
CMBL,-0.638254939,9.059476404,-2.326505339,0.029141291,0.214785962,-3.992130092
VAPB,-0.413607187,7.36018466,-2.324057315,0.0292946,0.214785962,-3.99679926
TBCD,-0.491781716,5.864929516,-2.250007689,0.037946014,0.237582373,-3.998326092
RPS24,0.625305112,9.655178152,2.323048814,0.029357973,0.214785962,-3.998721925
H1-2,0.527971519,15.689699,2.322676644,0.029381392,0.214785962,-3.999431323
RPL9,0.438874009,10.68968721,2.317711838,0.029695439,0.214785962,-4.008888172
JAK1,-0.545316578,5.802125791,-2.269083655,0.03576247,0.229482288,-4.014805992
TPT1,-0.482637757,8.821640851,-2.295888062,0.032054559,0.220637414,-4.018998187
CAVIN3,-0.348991268,10.18148536,-2.312176002,0.030049231,0.216165293,-4.019418126
OSBPL11,-0.503576912,7.878233868,-2.251651932,0.03782246,0.237569825,-4.02067634
EFEMP2,0.606912831,9.885300367,2.308215877,0.030304684,0.21747637,-4.02694139
SFRP4,-0.846113637,6.218702007,-2.289509001,0.032485309,0.221870927,-4.030852561
HERC4,-0.620904539,5.659670506,-2.267267548,0.03520417,0.229052408,-4.031370928
TIMP2,0.475697586,8.479067801,2.3050072,0.030513121,0.217611511,-4.033031283
RRBP1,-0.476554903,9.008565784,-2.304545025,0.030543251,0.217611511,-4.033908037
ABCC1,-0.557384829,6.638614185,-2.293319418,0.031733162,0.219856704,-4.038530317
PXN,-0.793057387,5.068126074,-2.2139005,0.04269692,0.249757243,-4.04249415
EHD4,-0.352139266,8.475987333,-2.299708575,0.030860194,0.218820136,-4.043076385
BSG,-0.799950812,9.081045264,-2.298567843,0.030935386,0.218831027,-4.045237116
RPS25,0.482514521,13.1608797,2.29640137,0.031078651,0.219322262,-4.049338949
ENOPH1,-0.413247215,8.32082462,-2.292987861,0.031305612,0.21970704,-4.055796981
LPP,-0.5129172,7.652582799,-2.292565787,0.031333781,0.21970704,-4.056595092
LOC111771821,0.545624608,10.98644397,2.290421739,0.031477228,0.219856704,-4.060647932
HEXB,-0.404814532,8.415002292,-2.286480789,0.031742463,0.219856704,-4.068091291
SPR,0.506431979,8.484167997,2.286422663,0.031746391,0.219856704,-4.068201014
SYNCRIP,-0.38117362,7.417620465,-2.283576538,0.031939231,0.220637414,-4.07357153
CSNK1A1,0.461932088,6.31925515,2.219630737,0.040296902,0.242663845,-4.076686751
TUBB6,-0.39720717,8.077132401,-2.281480799,0.032081913,0.220637414,-4.077523447
TPP1,-0.643969723,8.421533629,-2.271014884,0.033261145,0.224588321,-4.080236992
PRPSAP2,0.44106193,7.377328022,2.258648408,0.034645172,0.229052408,-4.087926059
H2AC19,0.612616759,17.02535986,2.272514316,0.032698961,0.22281792,-4.094405997
MVB12A,-0.359635539,7.630124057,-2.270890399,0.032811866,0.223075638,-4.097459163
AGFG1,-0.577466254,5.282094682,-2.170611556,0.047592223,0.264107785,-4.09963507
GPX3,-0.508855708,9.625732238,-2.267939459,0.033017945,0.223964187,-4.103003812
TGFBI,-0.733107216,14.12687599,-2.265966354,0.033156394,0.224390996,-4.106708654
TMSB10,-0.796067696,6.914490407,-2.236148617,0.036872461,0.23258616,-4.110396755
PYM1,-0.483040797,6.05016542,-2.24633549,0.03554304,0.229052408,-4.110568669
ABCF2,0.442831405,6.755471328,2.215114009,0.039854265,0.242663845,-4.110659973
PXYLP1,0.591098858,7.847952566,2.263042906,0.033362501,0.224761884,-4.112194218
GNB1,-0.456748939,11.31282587,-2.260059196,0.03357406,0.225165989,-4.117788288
COPZ2,-0.427158546,7.300806777,-2.238759686,0.036105996,0.22970217,-4.119259794
SAT2,0.708147601,6.629717921,2.169018057,0.046513675,0.262665464,-4.128680857
GOLM1,-0.456621033,6.468383344,-2.243097001,0.035268372,0.229052408,-4.132088997
RBM33,0.701741222,5.335330265,2.147608189,0.04967989,0.2682134,-4.137321002
A0A9L0SWR6,-0.405189254,9.233812996,-2.245783781,0.034603269,0.229052408,-4.144488698
RPL23A,0.431082735,12.58813698,2.241494748,0.034918058,0.229052408,-4.152489986
GNPNAT1,-0.409222729,7.00416217,-2.241059611,0.034950139,0.229052408,-4.153301206
YWHAG,-0.32498793,9.143524251,-2.240778347,0.034970891,0.229052408,-4.153825509
SFPQ,-0.453442677,7.981834001,-2.240406928,0.03499831,0.229052408,-4.154517804
DDX3X,-0.326356924,9.089201397,-2.239918455,0.035034401,0.229052408,-4.15542817
SF3B5,-0.57494675,6.642399314,-2.188684071,0.042011448,0.248143162,-4.157134896
RNH1,-0.459694941,7.626257864,-2.235199503,0.03538481,0.229052408,-4.164216401
ALDOA,-0.444938813,12.08152659,-2.234658744,0.035425167,0.229052408,-4.165222722
CPQ,0.428880029,7.824891201,2.232979222,0.035550778,0.229052408,-4.168347229
GORASP2,-0.389921618,7.63127642,-2.232577568,0.035580877,0.229052408,-4.169094227
RPS23,0.533091327,9.949522534,2.232077528,0.035618382,0.229052408,-4.170024086
ANXA5,-0.379029732,13.98093236,-2.228219721,0.035908941,0.22970217,-4.177193497
A0A5F5PTR6,-0.862517306,7.386561138,-2.150808814,0.045289775,0.258424215,-4.177337556
PSMB7,-0.461115479,8.38104174,-2.225875387,0.03608656,0.22970217,-4.181546397
PODN,0.725127954,9.762535744,2.225741675,0.036096715,0.22970217,-4.181794584
GNAI2,-0.484665258,10.5875066,-2.223614975,0.036258576,0.23017998,-4.185740715
COX4I1,-0.504152463,6.944371109,-2.144522733,0.047647853,0.264107785,-4.190214528
SEC23IP,-0.308184315,8.053300349,-2.220600748,0.036489116,0.231149602,-4.191329553
HNRNPM,-0.362399602,10.19719485,-2.215820933,0.036857424,0.23258616,-4.200182153
THBS3,-0.452404413,8.611622766,-2.208890348,0.037397453,0.23539795,-4.2129965
RPS16,0.441279293,12.05599645,2.201459916,0.037984391,0.237582373,-4.226706464
ELOB,-0.707991831,6.990795879,-2.188887282,0.039484289,0.241871799,-4.231634032
MACROD1,-0.424014269,6.940860771,-2.136456784,0.046591955,0.262665464,-4.233166698
CALU,-0.473716292,8.381034967,-2.197238895,0.038321521,0.238686036,-4.234481494
SLC35B2,-0.663990722,7.2969234,-2.143288143,0.045967933,0.260740762,-4.236220613
DHRS2,-0.680324368,4.409334127,-2.112452684,0.050673487,0.269908959,-4.244135668
PSMG3,0.312955462,7.39041745,2.191715352,0.038766776,0.23999605,-4.244641226
NONO,-0.366813272,8.726797081,-2.191702096,0.03876785,0.23999605,-4.244665589
THRAP3,-0.366524707,7.515483681,-2.191623921,0.038774185,0.23999605,-4.244809261
SON,-0.452824334,5.429343399,-2.111010266,0.050813627,0.2700667,-4.246550541
CCL16,0.932130723,12.02068469,2.18023736,0.040197817,0.242663845,-4.247376123
H2BC21,0.503195314,16.55876763,2.18974746,0.038926536,0.240438127,-4.248256886
LRRC40,0.316443575,7.572489017,2.178426286,0.040348684,0.242663845,-4.250667116
MLH3,-0.667355457,7.103304652,-2.169099751,0.041676791,0.246656863,-4.250878294
DPYSL3,-0.525354131,8.946012809,-2.186799182,0.039167003,0.241421508,-4.253669908
PTBP1,-0.354732384,9.497419163,-2.184969224,0.039316933,0.241785391,-4.257027329
TRPC4,0.713216254,8.151733658,2.153860233,0.04360014,0.254131493,-4.257971366
RPS7,0.45209744,10.88999464,2.184094283,0.039388801,0.241785391,-4.25863194
RAP1GDS1,0.537987786,5.798134356,2.161525454,0.042327372,0.249019053,-4.259214711
COL6A5,-0.780979191,5.487114583,-2.090062901,0.05288922,0.274709568,-4.26207736
H1-1,0.510216904,15.35891531,2.171178923,0.040957552,0.244838807,-4.263819254
CFL1,-0.398607067,11.01181531,-2.178173333,0.039878282,0.242663845,-4.269479811
GAPVD1,-0.369264869,6.257831211,-2.146170215,0.044282744,0.255823014,-4.271591324
HINT2,-0.591639593,7.384927732,-2.146089613,0.044289949,0.255823014,-4.271733922
C1QTNF8,0.498764692,9.869903805,2.176316413,0.040032921,0.242663845,-4.272877972
HPRT1,-0.365351544,8.416661327,-2.175729541,0.040081907,0.242663845,-4.273951556
SERBP1,-0.364360354,8.44687199,-2.175325393,0.040115672,0.242663845,-4.274690767
CDC42,-0.427463521,9.445300619,-2.172608152,0.040343358,0.242663845,-4.279658449
RPS6,0.445244885,13.08321217,2.167590829,0.040766845,0.244482387,-4.288820545
UBE2O,0.359396027,6.321045069,2.167015759,0.040815639,0.244482387,-4.289869793
NXN,-0.461141731,6.488008162,-2.141717273,0.044072504,0.255823014,-4.294616865
ITM2B,0.856152173,4.836724361,2.099964864,0.050058106,0.269425059,-4.295834343
COBLL1,-0.284046542,7.20548075,-2.163224577,0.041138641,0.245102026,-4.296782488
BMPER,-0.518752761,7.884942656,-2.162897902,0.041166581,0.245102026,-4.297377765
MPP7,0.609196975,5.659262348,2.152185443,0.042592896,0.249757243,-4.298154804
SMU1,0.533852873,6.647063952,2.150907235,0.042705042,0.249757243,-4.300458547
QKI,-0.393822106,7.227378647,-2.159357186,0.041470511,0.24619912,-4.303825997
EIF1AX,0.598826872,9.00351194,2.158822536,0.04151658,0.24619912,-4.304799082
OMD,-0.631513539,9.957846518,-2.150135125,0.042271646,0.249019053,-4.320588432
ARSB,-0.673461015,6.561247664,-2.111298163,0.047501418,0.264107785,-4.332976449
MAN1A1,0.548170011,6.543716238,2.079051942,0.052148593,0.272770194,-4.346476237
CHID1,-0.369158152,7.668784568,-2.13491877,0.043624053,0.254131493,-4.34814325
MAP4K4,0.690947529,6.012228441,2.099573379,0.048630252,0.266681464,-4.353474919
BMP1,0.478709015,7.137681523,2.096407244,0.048939207,0.266786025,-4.358998014
GLOD4,-0.287938295,10.32332483,-2.127885568,0.044262215,0.255823014,-4.360835802
AGRN,-0.481469574,8.051542873,-2.126980415,0.044344952,0.255823014,-4.362467284
H1-12,0.806052117,8.708795169,2.114721808,0.045992499,0.260740762,-4.365308935
CAPZA1,-0.32727989,9.262417376,-2.124946143,0.044531405,0.256379612,-4.366132253
SEC23A,-0.442913948,8.234774059,-2.123991094,0.044619183,0.256379612,-4.367852081
RPL18A,0.466009924,10.60648708,2.123109855,0.044700316,0.256379612,-4.369438537
EML2,-0.557791262,6.946133621,-2.088256758,0.049742707,0.2682134,-4.373191836
AIMP1,-0.739630455,8.348755695,-2.118556935,0.045121604,0.258297275,-4.377627998
BASP1,0.835558592,5.226213901,2.009943916,0.062722997,0.298257174,-4.378362544
LNX1,1.425518628,8.051368042,2.094008663,0.048545759,0.266681464,-4.379034269
TECR,-0.458709251,7.394371289,-2.073192135,0.051963948,0.272770194,-4.379986976
RPS8,0.474233814,12.86381007,2.116450244,0.045317744,0.258424215,-4.381413406
CPVL,1.123778338,6.915624395,2.082216738,0.050345807,0.269635894,-4.383687852
GCLC,0.88031349,4.97188445,2.005473816,0.063245379,0.298257174,-4.385528953
VAPA,-0.471659284,6.790321554,-2.113137712,0.0456277,0.259693286,-4.387360461
RABGGTA,-0.413010038,6.927508135,-2.07876814,0.0506931,0.269908959,-4.389672017
IL17B,1.003230102,6.763517464,2.035620681,0.057641107,0.28781803,-4.389899448
RPL32,0.516123153,11.01179856,2.10839254,0.046075025,0.260740762,-4.395868748
TERF2,0.430212885,6.929069561,2.094059578,0.04797025,0.26539965,-4.402017141
MMP19,0.667778018,6.708182853,2.069293273,0.051658409,0.272361661,-4.406080854
PFKL,0.606501243,10.10872651,2.100449058,0.046832669,0.263522459,-4.410083138
P3H4,0.558034309,7.293406484,2.087751229,0.048589115,0.266681464,-4.413177242
MAPRE3,-0.434774721,6.907730618,-2.039575913,0.056311523,0.283561925,-4.413237078
ARPC1A,-0.318668043,7.855246475,-2.096998176,0.047165278,0.264107785,-4.416247096
FASTKD2,-0.350463135,8.79970853,-2.02342775,0.05900122,0.289261758,-4.418593517
HSPA9,-0.397782123,8.4734875,-2.095032526,0.04735568,0.264107785,-4.419755099
OXSR1,-0.434241739,7.224999003,-2.093874594,0.047468164,0.264107785,-4.421820572
TUBB4B,-0.316399231,12.38086841,-2.093625139,0.047492428,0.264107785,-4.422265441
ENO1,-0.284556839,15.66530878,-2.093569789,0.047497814,0.264107785,-4.422364144
VCAN,0.520229225,7.128824096,2.082413781,0.049118317,0.267272017,-4.422602365
RPS13,0.431009843,11.55781385,2.086909928,0.048149795,0.265897844,-4.43422768
ENSA,-0.393245425,7.129069279,-2.058946172,0.052089593,0.272770194,-4.440293222
